img,healthy,leaf_rust,powdery_mildew,seedlings,septoria,stem_rust,yellow_rust
ZindiTest_000844678e1ffff1.jpg,0,0,0,0,0,1,0
pdd.jinr.ru_00084e5f17b73726.jpg,0,0,1,0,0,0,0
ZindiTest_0009fcfcff2a38d2.jpg,0,0,0,0,0,1,0
TgBot_000c1bf3efcdccc2.jpg,0,0,1,0,0,0,0
ZindiTrain_001038073f3cfefe.jpg,0,1,0,0,0,0,0
Internet_0011f7f27a6aec22.jpg,0,0,1,0,0,0,0
Bechtold_00132391f9bb1f1f.jpg,0,0,0,0,1,0,0
Internet_00173f003e7fff0f.jpg,0,1,0,0,0,0,0
TgBot_001833edefccdcc2.jpg,0,0,1,0,0,0,0
ZindiTest_001c3c7d7dfbf2e0.jpg,0,0,0,0,0,0,1
ZindiTest_001efffef0f01f00.jpg,0,0,0,0,0,0,1
ZindiTrain_001f1f1f0f0f0100.jpg,0,0,0,0,0,0,1
ZindiTest_001f1f1f1f0f0210.jpg,0,0,0,0,0,0,1
TgBot_001ff3f6cf8ce4c8.jpg,0,0,1,0,0,0,0
Internet_00203f7ffff610b0.jpg,0,1,0,0,0,0,0
ZindiTest_00307f7fff7f0000.jpg,0,1,0,0,0,0,0
pdd.jinr.ru_0038b8b8f8f8f873.jpg,0,1,0,0,0,0,0
ZindiTest_0038f8f8f0f0f0f6.jpg,0,1,0,0,0,0,0
Skolotneva_003e367e7e7e7e7e.jpg,0,1,1,0,1,0,0
Orlova_003efffb3c1c9c9c.jpg,0,0,1,0,0,0,0
ZindiTest_003f3f3d0f3f3f00.jpg,0,0,0,0,0,1,0
TgBot_006f6f6f6f6f6f00.jpg,0,1,1,0,0,0,0
ZindiTest_007074fcfee8c4c4.jpg,0,1,0,0,0,0,0
ZindiTest_00707c79471f7f3f.jpg,0,0,0,0,0,1,0
Skolotneva_0073f6fcecfc5e1e.jpg,0,0,0,0,0,1,0
TgBot_007b73f3f3f3f300.jpg,1,0,0,0,0,0,0
Internet_008000f2ffffd8f6.jpg,0,1,0,0,0,0,0
ZindiTest_008000f6fffff8f6.jpg,0,0,0,0,0,0,1
ZindiTrain_0080c07c7c392133.jpg,0,0,0,0,0,0,1
ZindiTrain_0080ffff3fff1f00.jpg,0,0,0,0,0,0,1
ZindiTest_008283ffffffb700.jpg,0,0,0,0,0,0,1
TgBot_0083f3b393939300.jpg,0,0,1,0,0,0,0
Skolotneva_0087e27e3f1e0f0f.jpg,1,0,0,0,0,0,0
Skolotneva_00a2f3f1f1f0f0f0.jpg,0,1,1,0,0,0,0
Skolotneva_00b3b9bdbd773210.jpg,0,0,0,0,0,1,0
TgBot_00b7a7a3b3b3b380.jpg,0,0,1,0,0,0,0
ZindiTest_00c0f0fcde3ffe7c.jpg,0,0,0,0,0,1,0
Skolotneva_00c0f87c20f0fcff.jpg,0,1,1,0,0,0,0
Gultyaeva_00c70747cf070707.jpg,0,1,0,1,0,0,0
Afonnikov_00c8efe7f7f7f7fb.jpg,0,1,0,1,0,0,0
Skolotneva_00cbc3c3c3c3c3c3.jpg,0,0,0,1,0,1,0
Internet_00e0fcfff3e18c80.jpg,0,0,0,0,1,0,0
TgBot_00efe7e76743cfc1.jpg,0,1,1,0,0,0,0
Skolotneva_00f0e0e0f0f0f0f0.jpg,0,0,0,1,0,1,0
Orlova_00f0fc3f1fcf8ffe.jpg,0,0,0,0,1,0,0
TgBot_00f7d393d3d3db00.jpg,0,0,1,0,0,0,0
ZindiTrain_00f8fcf8f8f8f0e0.jpg,0,1,0,0,0,0,0
pdd.jinr.ru_00f8ffffffc60080.jpg,0,1,0,0,0,0,0
Gultyaeva_00fedfc7c3e1f1f1.jpg,0,0,0,0,0,0,1
Gultyaeva_00ffffc541c3e782.jpg,0,0,0,1,0,0,1
Skolotneva_00fffffffb402c10.jpg,0,0,0,1,0,1,0
Internet_010001ffff8100ff.jpg,0,0,0,1,0,1,0
pdd.jinr.ru_010080fffff8e000.jpg,0,0,1,0,0,0,0
ZindiTest_0100ebebcef77700.jpg,0,0,0,0,0,0,1
Skolotneva_010112bcbcbe7e7f.jpg,0,1,1,0,0,0,0
ZindiTest_0101613b3f373538.jpg,0,0,0,0,0,0,1
Gultyaeva_0103070307cfff1f.jpg,0,0,0,1,0,0,1
Gultyaeva_0103e7ef03018dcd.jpg,0,1,0,1,0,0,0
TgBot_01064e618bff73a3.jpg,0,1,1,0,0,0,0
ZindiTest_0109cb4d5d1d390d.jpg,0,0,0,0,0,1,0
Skolotneva_010fbff103030100.jpg,0,1,1,0,0,0,0
ZindiTrain_0110380f1f9cfdfc.jpg,0,1,0,0,0,0,0
ZindiTrain_012d21319d9f87c3.jpg,0,0,0,0,0,1,0
ZindiTrain_014065cffb381818.jpg,0,0,0,0,0,0,1
Internet_014313070f1c337f.jpg,0,0,0,0,0,0,1
Gultyaeva_0186fffff74d4500.jpg,0,0,0,0,0,0,1
Gultyaeva_01ff3f1f07011f7b.jpg,0,0,0,1,0,0,1
Gultyaeva_01ff3f1f07051f7b.jpg,0,0,0,1,0,0,1
Orlova_01ffff058f1f0200.jpg,0,0,0,0,0,0,1
Gultyaeva_0203030101073fff.jpg,0,0,0,1,0,0,1
Skolotneva_020400fc3f3f1f3f.jpg,0,1,1,0,1,0,0
Gultyaeva_0205fffff70dc400.jpg,0,0,0,0,0,0,1
ZindiTrain_020eccfc78f07020.jpg,0,0,0,0,0,0,1
ZindiTrain_021c1c3c3c387878.jpg,0,0,0,0,0,0,1
ZindiTest_0229a3919d9587c3.jpg,0,0,0,0,0,1,0
Internet_0240f62ffff0380e.jpg,0,0,1,0,0,0,0
Afonnikov_0241070303a7ffff.jpg,0,1,0,1,0,0,0
ZindiTest_0272f0e4c8f0b06e.jpg,0,0,0,0,0,1,0
Skolotneva_027fff1bf347060f.jpg,1,0,0,0,0,0,0
Internet_0280adef5f5e7717.jpg,0,0,1,0,0,0,0
Internet_0288ef7f5e775744.jpg,0,0,1,0,0,0,0
ZindiTrain_02a8ffff0d1e8280.jpg,0,0,0,0,0,0,1
ZindiTest_030073ff7e72d87a.jpg,0,0,0,0,0,0,1
Gultyaeva_0301170684c4676f.jpg,0,0,0,0,0,0,1
pdd.jinr.ru_0301707dcfafe1f0.jpg,0,0,1,0,0,0,0
Afonnikov_03030303030f7fff.jpg,0,1,0,1,0,0,0
Afonnikov_03030303037fffff.jpg,0,1,0,1,0,0,0
Gultyaeva_030303030787b7ff.jpg,0,0,0,1,0,0,1
ZindiTest_0303030f1f4770ff.jpg,0,0,0,0,0,1,0
Afonnikov_0303070303073fff.jpg,0,1,0,1,0,0,0
ZindiTrain_030314b0de7773e3.jpg,0,0,0,0,0,1,0
Gultyaeva_030383074fcfffff.jpg,0,0,0,1,0,0,1
ZindiTest_0303c34b5b1d250d.jpg,0,0,0,0,0,1,0
Bechtold_0303ff1f3f1b1333.jpg,1,0,0,0,0,0,0
ZindiTest_03060038f87ef8f0.jpg,0,0,0,0,0,1,0
Skolotneva_03070f07cb87bb30.jpg,0,0,0,0,0,1,0
ZindiTrain_03071e1e3c78a000.jpg,0,1,0,0,0,0,0
Gultyaeva_03072fffe7650707.jpg,0,0,0,0,0,0,1
Afonnikov_03074303034fbfff.jpg,0,1,0,1,0,0,0
ZindiTrain_030943feff011000.jpg,0,1,0,0,0,0,0
Gultyaeva_030d0c0f6f3f07af.jpg,0,0,0,1,0,0,1
TgBot_030e1cbdfcf5e0e0.jpg,0,0,1,0,0,0,0
Gultyaeva_0317fefefee43c2c.jpg,0,0,0,0,0,0,1
Bechtold_03333b1f1e0f8101.jpg,0,1,1,0,0,0,0
Skolotneva_035307afcf87870f.jpg,0,0,0,1,0,1,0
Skolotneva_037f0363434377ff.jpg,1,0,0,1,0,0,0
ZindiTest_0381e0f01ec7c2ff.jpg,0,0,0,0,0,1,0
Afonnikov_038383030387ffff.jpg,0,1,0,1,0,0,0
pdd.jinr.ru_0383c23a3e3f191c.jpg,1,0,0,0,0,0,0
Afonnikov_03c383030307ffff.jpg,0,1,0,1,0,0,0
Bechtold_040343ef3f3f1f3f.jpg,0,1,1,0,1,0,0
Internet_0404187ffff03020.jpg,0,1,0,0,0,0,0
Skolotneva_04070fcfcfc3c3c7.jpg,0,0,0,1,0,1,0
Skolotneva_040d030b3f342723.jpg,0,1,0,0,1,0,0
Internet_041f3f3e3e3c3850.jpg,0,0,0,0,1,0,0
Afonnikov_0420c0cf9f5c7c3e.jpg,0,1,0,1,0,0,0
ZindiTrain_04c4cef8e878fbf9.jpg,0,1,0,0,0,0,0
ZindiTest_0503030303070f1f.jpg,0,1,0,0,0,0,0
Gultyaeva_058303c22786efff.jpg,0,0,0,0,0,0,1
Bechtold_0600187f0f8cccc2.jpg,0,1,0,0,0,0,0
Afonnikov_06030303031f7fff.jpg,0,1,0,1,0,0,0
Afonnikov_060307030307ffff.jpg,0,1,0,1,0,0,0
Orlova_0603dfffff3e0000.jpg,0,1,0,1,0,0,0
Skolotneva_060606a5b3b3b3b3.jpg,0,0,0,0,0,1,0
Afonnikov_0607c70303073f3f.jpg,0,1,0,1,0,0,0
Skolotneva_060c0c000f0e1efa.jpg,0,0,0,0,0,1,0
ZindiTest_061533078113131a.jpg,0,0,0,0,0,1,0
plantix_061c1c79e1e1c0dc.jpg,0,1,0,0,0,0,0
Afonnikov_061f83030303ffff.jpg,0,1,0,1,0,0,0
Internet_0689c80cfcf8f8f8.jpg,0,0,1,0,0,0,0
Skolotneva_068ff8e0f0e8e8f8.jpg,0,0,0,0,0,1,0
Afonnikov_070383070307ffff.jpg,0,1,0,1,0,0,0
ZindiTrain_070505050787931b.jpg,0,1,0,0,0,0,0
Skolotneva_070585b19191939b.jpg,0,0,0,0,0,1,0
Internet_07070367331f0f0d.jpg,0,0,0,0,0,1,0
ZindiTrain_07070703070b1303.jpg,0,0,0,0,0,0,1
ZindiTrain_0707070e0e1e1cfc.jpg,0,1,0,0,0,0,0
ZindiTest_0707070f1f81343c.jpg,1,0,0,0,0,0,0
ZindiTest_0707074f070f0b06.jpg,0,0,0,0,0,0,1
Internet_07073afffec03c70.jpg,0,0,0,0,1,0,0
Skolotneva_07074ceccc8fd9f1.jpg,0,0,0,1,0,1,0
Internet_070cf0fe3e1e0030.jpg,0,0,1,0,1,0,0
ZindiTrain_070e1c383870e0c0.jpg,0,0,0,0,0,0,1
ZindiTest_070e1c3878f0e0c0.jpg,0,0,0,0,0,0,1
Skolotneva_070f1f1f171f1717.jpg,0,0,0,0,0,1,0
Afonnikov_070f4f03034f7fbf.jpg,0,1,0,1,0,0,0
pdd.jinr.ru_070f4f5f9f9f1f1e.jpg,0,0,0,0,0,0,1
pdd.jinr.ru_070ffff7c7063020.jpg,1,0,0,0,0,0,0
Skolotneva_0710f2f8f060c0e0.jpg,0,1,1,0,0,0,0
Skolotneva_071f1f1f3ff68a00.jpg,0,1,1,0,0,0,0
Internet_073a60fffcc0303c.jpg,0,0,0,0,1,0,0
ZindiTest_074848ee78eea10c.jpg,0,0,0,0,0,1,0
TgBot_074d0f6fddc7c341.jpg,0,1,1,0,0,0,0
Bechtold_077206ffef64242d.jpg,0,0,0,0,1,0,0
ZindiTrain_077fce1cf932e4cc.jpg,0,1,0,0,0,0,0
TgBot_0783e7be211113b3.jpg,0,0,0,0,1,0,0
Afonnikov_07870303033f3f7f.jpg,0,1,0,1,0,0,0
Afonnikov_0787870303073fff.jpg,0,1,0,1,0,0,0
ZindiTest_08001804fff86070.jpg,0,0,0,0,0,1,1
Internet_0800387fffe84000.jpg,0,1,0,0,0,0,0
ZindiTrain_08070f1d131b372f.jpg,0,1,0,0,0,0,0
ZindiTrain_08080838f8f9fcfc.jpg,0,0,0,0,0,0,1
ZindiTest_080808e6e7fb7f3f.jpg,0,0,0,0,0,0,1
ZindiTest_08081c7ffffe1f81.jpg,0,1,0,0,0,0,0
Orlova_0808bdf8ed293b27.jpg,0,1,0,0,0,0,0
Afonnikov_080c3c387b7d7d78.jpg,0,1,0,1,0,0,0
Bechtold_081766cf383f9e36.jpg,0,1,0,0,0,0,0
TgBot_0818f3ec4fcccc40.jpg,0,0,1,0,0,0,0
ZindiTrain_087c7fff74d45150.jpg,1,0,0,0,0,0,0
ZindiTest_08a0f4fcbcfe6308.jpg,1,0,0,0,0,0,0
ZindiTrain_08dcdff3f01c80e3.jpg,0,1,0,0,0,0,0
Internet_08f7fa3c3cccc602.jpg,0,1,0,0,0,0,0
Skolotneva_09019199f1f8f8f9.jpg,0,0,0,1,0,1,0
Gultyaeva_09070f0fcbcec981.jpg,0,0,0,1,0,0,1
ZindiTest_09080b0b8cc8effa.jpg,0,0,0,0,0,1,0
ZindiTrain_099bbc0c3e2ced1b.jpg,0,0,0,0,1,0,0
pdd.jinr.ru_0a2ab3b3b29b5f4f.jpg,0,0,0,0,0,0,1
ZindiTrain_0a6c567266c7b134.jpg,0,1,0,0,0,0,0
Skolotneva_0b060e1f376f5f96.jpg,0,1,0,0,1,0,0
Gultyaeva_0b0706060e0e0606.jpg,0,0,0,1,0,0,1
ZindiTest_0b090b0a88c8effa.jpg,0,0,0,0,0,1,0
Gultyaeva_0b0b03870793f7f7.jpg,0,0,0,1,0,0,1
ZindiTest_0b0d07ffff0f0000.jpg,0,1,0,0,0,0,0
ZindiTest_0b1bdbc5c5c78a92.jpg,0,0,0,0,0,1,0
ZindiTest_0b36343f59797978.jpg,0,0,0,0,0,1,0
ZindiTest_0c001804fff86275.jpg,0,0,0,0,0,1,0
Afonnikov_0c0c081818181810.jpg,0,1,0,1,0,0,0
Afonnikov_0c0c0c1818181810.jpg,0,1,0,1,0,0,0
Afonnikov_0c0c181818181830.jpg,0,1,0,1,0,0,0
ZindiTrain_0c1b30fef9012070.jpg,0,1,0,0,0,0,0
Internet_0c2cf52764641c59.jpg,0,0,0,0,1,0,0
Internet_0c356eeca4160f97.jpg,0,0,0,0,0,1,0
Afonnikov_0c45e7e7e7e7f7f7.jpg,0,1,0,1,0,0,0
Orlova_0c8099bfdf8bccc9.jpg,0,1,0,0,0,0,0
Orlova_0cf7733c3e7ccc46.jpg,0,1,0,0,0,0,0
Bechtold_0d1b0e0f2785c6c6.jpg,0,1,0,0,0,0,0
ZindiTrain_0d1f611d0d070313.jpg,0,1,0,0,0,0,0
TgBot_0d8f672673fbe080.jpg,0,0,1,0,0,0,0
Bechtold_0decf8d8db701948.jpg,0,0,0,0,1,0,0
Orlova_0dedf8d8db703948.jpg,0,1,0,0,1,0,0
plantix_0e0e0e0efe3e0e0e.jpg,0,0,0,0,0,1,0
TgBot_0e0f3d7cf89af0e0.jpg,0,1,1,0,0,0,0
TgBot_0e0f6fbf0f070703.jpg,0,1,0,0,0,0,0
ZindiTest_0e3e3ebc9c9cdede.jpg,0,0,0,0,0,0,1
Afonnikov_0e8387030303ffff.jpg,0,1,0,1,0,0,0
Skolotneva_0f00008c99dfffdb.jpg,0,0,0,0,0,1,0
Gultyaeva_0f06080c8b4f4fff.jpg,0,0,0,0,0,0,1
ZindiTrain_0f060edab263c7c7.jpg,0,0,0,0,0,0,1
Bechtold_0f0703030f0f0703.jpg,0,0,1,0,0,0,0
Gultyaeva_0f070307030787ff.jpg,0,0,0,1,0,0,1
Bechtold_0f070707070f0f17.jpg,0,0,1,0,0,0,0
TgBot_0f07277ecf83e1c1.jpg,0,1,1,0,0,0,0
ZindiTrain_0f0ebcb87878b090.jpg,1,0,0,0,0,0,0
ZindiTrain_0f0ec88999f0b0f8.jpg,0,1,0,0,0,0,0
Skolotneva_0f0f07272f273715.jpg,0,0,0,0,0,1,0
ZindiTrain_0f0f0b3b3b022660.jpg,1,0,0,0,0,0,0
pdd.jinr.ru_0f0f19183c776363.jpg,0,0,1,0,0,0,0
plantix_0f0f8cfcff180001.jpg,0,0,0,0,1,0,0
Bechtold_0f0fcd090c9f1f8b.jpg,0,0,0,0,1,0,0
ZindiTest_0f0fcd8786c444bc.jpg,0,0,0,0,0,1,0
Bechtold_0f17070703030300.jpg,0,0,1,0,0,0,0
ZindiTest_0f1b1b9b1f1f9890.jpg,0,0,0,0,0,1,0
Internet_0f6f6d6d6b6b2f0f.jpg,0,0,0,0,1,0,0
Internet_0f8c9cdeccccc8c8.jpg,0,0,0,0,0,1,0
Afonnikov_0f9f830303033fff.jpg,0,1,0,1,0,0,0
Orlova_0fb75feff7f3e020.jpg,0,1,0,0,0,0,0
Skolotneva_0fdffff9f8c00800.jpg,0,0,0,1,0,1,0
Internet_100003fffffc2140.jpg,0,1,0,0,0,0,0
ZindiTrain_10001cfbdb0b1b79.jpg,0,0,0,0,0,0,1
Orlova_100078ffff08000c.jpg,0,1,0,0,0,0,0
ZindiTest_1003078f1b0b7b7f.jpg,0,1,0,0,0,0,1
Internet_10087c3e1fffac1e.jpg,0,0,1,0,0,0,0
ZindiTrain_1011b3b8bd587d6f.jpg,0,0,0,0,1,0,0
Internet_10161e1e3e1e1e1e.jpg,0,0,1,0,0,0,0
ZindiTest_101f18ffff11071f.jpg,0,0,0,0,0,1,0
ZindiTest_1030b0190f0fc7b7.jpg,0,0,0,0,0,1,0
pdd.jinr.ru_1031337ef8f8f0e0.jpg,0,1,0,0,0,0,0
ZindiTrain_1080e3fbfdff59c9.jpg,0,0,0,0,0,0,1
ZindiTrain_10d0f8f8f8b89830.jpg,0,1,0,0,0,0,0
ZindiTrain_10f0ec98bcfef2e8.jpg,0,0,0,0,0,0,1
ZindiTrain_110787060f9a9df7.jpg,0,0,0,0,0,0,1
Skolotneva_11133f3c3c3c3c26.jpg,0,0,1,0,0,0,0
ZindiTest_11a1e3715bfd6f79.jpg,0,0,0,0,0,0,1
ZindiTrain_12ca4df6d6e6878c.jpg,0,1,0,0,0,0,0
Gultyaeva_1307058480c0e4f3.jpg,0,0,0,0,0,0,1
ZindiTest_13100f1f7cf00700.jpg,0,1,0,0,0,0,0
ZindiTest_13233b3f1f1e0f0f.jpg,0,1,0,0,0,1,0
ZindiTest_13772f3a1a366240.jpg,0,1,0,0,0,0,0
Bechtold_1381717bfff30404.jpg,0,0,0,0,1,0,0
Orlova_1381717bfff70404.jpg,0,0,0,0,1,0,0
Afonnikov_13b11183cfddf8e8.jpg,0,1,0,1,0,0,0
ZindiTest_14161a3f7f1d181e.jpg,0,0,0,0,0,1,0
Internet_142c2ce878783038.jpg,0,0,1,0,0,0,0
Internet_1517073e7b0b8b0f.jpg,0,1,0,0,0,0,0
pdd.jinr.ru_151f979696150504.jpg,0,0,1,0,0,0,0
TgBot_15f5fdfcf8684000.jpg,0,0,1,0,0,0,0
pdd.jinr.ru_161e1e3e3e9e1e1e.jpg,0,0,1,0,0,0,0
ZindiTest_16242c5efe1e0c02.jpg,0,1,0,0,0,0,0
pdd.jinr.ru_1626242c6c78183c.jpg,0,0,1,0,0,0,0
Internet_165327270f07078f.jpg,0,0,0,0,1,0,0
Internet_169cd99bfbcfd330.jpg,0,0,1,0,0,0,0
ZindiTrain_16b8d8d7f5e362c0.jpg,0,0,0,0,0,0,1
Internet_171797b797171d1e.jpg,0,0,1,0,0,0,0
ZindiTrain_17d2caf8f9787869.jpg,1,0,0,0,0,0,0
ZindiTrain_180030fcfef48003.jpg,0,0,0,0,0,1,0
ZindiTest_18080c1c0e0e1703.jpg,0,0,0,0,0,1,0
pdd.jinr.ru_1808f8ffff808082.jpg,0,1,0,0,0,0,0
Gultyaeva_1813030f0f07c367.jpg,0,1,0,1,0,0,0
Gultyaeva_18180080f0f1f1b3.jpg,0,0,0,0,0,0,1
ZindiTest_1818181c1d1d1d3d.jpg,0,0,0,0,0,0,1
Afonnikov_1818183830303030.jpg,0,1,0,1,0,0,0
Skolotneva_18181c3c3e7e7666.jpg,0,0,1,0,0,0,0
Afonnikov_1818383830303030.jpg,0,1,0,1,0,0,0
Orlova_1818383999e9eafc.jpg,0,1,0,0,0,0,0
ZindiTest_18183c3c3e3b3d3c.jpg,0,1,0,0,0,0,0
pdd.jinr.ru_18185c5c5c6c6e60.jpg,0,0,1,0,0,0,0
pdd.jinr.ru_18185c5c5c7c6c60.jpg,0,0,1,0,0,0,0
Internet_1818989858591918.jpg,0,0,0,0,1,0,0
Skolotneva_181c3c3e3c3e3e1c.jpg,0,0,1,0,0,0,0
ZindiTrain_1838bcfc3f3c9818.jpg,0,1,0,0,0,1,0
ZindiTrain_1839fbfcf8e0e050.jpg,0,1,0,0,0,0,0
Skolotneva_188808497cfef54d.jpg,0,0,0,0,0,1,0
Afonnikov_1898183838303030.jpg,0,1,0,1,0,0,0
Afonnikov_1898183838383830.jpg,0,1,0,1,0,0,0
ZindiTrain_18b8f8f8f0f0e060.jpg,0,1,1,0,0,0,0
ZindiTest_18dcfcf878361718.jpg,1,0,0,0,0,0,0
pdd.jinr.ru_1918381818182f2c.jpg,0,0,1,0,0,0,0
Internet_1919999f1d1ceeee.jpg,0,0,1,0,0,0,0
TgBot_1a191b170f48f8f0.jpg,0,0,1,0,0,0,0
Internet_1a1a3a3a3a3a3a32.jpg,0,0,1,0,0,0,0
ZindiTrain_1a1e8eee4e4e4c68.jpg,0,0,0,0,0,0,1
Orlova_1a71d09b80b0fa9e.jpg,0,1,0,0,0,0,0
ZindiTrain_1b0f0f0e1d304080.jpg,0,0,0,0,0,0,1
pdd.jinr.ru_1b1b1b3bb9b93101.jpg,1,0,0,0,0,0,0
ZindiTest_1b1f1e981f0f0f0f.jpg,0,0,0,0,0,1,0
ZindiTrain_1b5b5bc9c8e80c0c.jpg,0,0,0,0,0,0,1
ZindiTest_1bb6a7667eec8c80.jpg,0,0,0,0,0,0,1
ZindiTrain_1c0c1f0d5d191f1b.jpg,0,1,0,0,0,0,0
pdd.jinr.ru_1c18181898985818.jpg,0,0,0,0,0,0,1
ZindiTrain_1c18207c7f191d00.jpg,0,1,0,0,0,0,0
ZindiTest_1c1c0c0c0c9f9f9f.jpg,0,0,0,0,0,1,0
ZindiTrain_1c1c18981c1c94fc.jpg,1,0,0,0,0,0,0
Internet_1c1c1c1c18183818.jpg,0,0,1,0,0,0,0
ZindiTrain_1c1c1c1c1c1c1c1c.jpg,0,1,0,0,0,0,0
pdd.jinr.ru_1c1c1c1c7c6ceef6.jpg,0,0,0,0,0,0,1
ZindiTrain_1c1c1cbc3c3e1cdc.jpg,0,1,0,0,0,0,0
ZindiTrain_1c1c1cbc3c3e1edc.jpg,0,1,0,0,0,0,0
Skolotneva_1c1c3c3c3e7e7e7e.jpg,0,0,1,0,0,0,0
Gultyaeva_1c1c87e7e7e70347.jpg,0,1,0,1,0,0,0
ZindiTest_1c1d3d7f3301833f.jpg,0,1,0,0,0,0,0
ZindiTrain_1c1e3ffd3f7f2c0c.jpg,0,1,0,0,0,1,0
Skolotneva_1c3c3c7e4e6e6a2a.jpg,0,0,1,0,0,0,0
ZindiTest_1c3c3c7f1f061298.jpg,0,0,0,0,0,0,1
ZindiTrain_1c3c3e1e2c3d3c19.jpg,0,1,0,0,0,0,0
ZindiTest_1c3c7d7cf8f01868.jpg,0,0,0,0,0,0,1
ZindiTrain_1c59d9b19d1c0c1f.jpg,0,0,0,0,0,1,0
ZindiTrain_1c5d083e2f145243.jpg,0,0,0,0,0,0,1
Skolotneva_1c7dfff9f1940010.jpg,0,0,0,0,0,1,0
Gultyaeva_1d058305454b6fe7.jpg,0,0,0,0,0,0,1
Gultyaeva_1d1b5b43236343f7.jpg,0,1,0,1,0,0,0
ZindiTrain_1d1e3e294cf14748.jpg,0,1,0,0,0,0,0
TgBot_1d2f3cb8f0e0e0e0.jpg,0,0,1,0,0,0,0
Bechtold_1d3c3f0f4fe3838c.jpg,0,1,0,0,0,0,0
TgBot_1d8dcf2777fbe080.jpg,0,0,1,0,0,0,0
ZindiTrain_1e0c78f09b1c0e07.jpg,0,0,0,0,0,0,1
Internet_1e0f0f1f5f414140.jpg,0,0,1,0,0,0,0
ZindiTrain_1e1c90181c1b131b.jpg,0,0,0,0,0,0,1
Afonnikov_1e1e1e0e070707f7.jpg,0,1,0,1,0,0,0
Internet_1e1e1e1a1a383818.jpg,0,0,0,0,0,0,1
ZindiTest_1e1e1e1e7e7abab8.jpg,0,0,0,0,0,1,0
